Title,Author,Published date,Format,Sale Price,Old Price,Category
The Tea Dragon Tapestry,K. O'Neill,01 Jun 2021,Hardback,21.99,22.5,Graphic-Novels-Anime-Manga
Lewis Trondheim's The Fly,Lewis Trondheim,16 Nov 2021,Hardback,15.7,15.7,Graphic-Novels-Anime-Manga
Astro Mouse and Light Bulb #1,Fermin Solis,13 Apr 2021,Paperback,11.42,11.42,Graphic-Novels-Anime-Manga
Dragon Racer,Joey Weiser,15 Jun 2021,Paperback,16.19,16.19,Graphic-Novels-Anime-Manga
Hiccups: Fun Stories,Miguel Martinez-Joffre,28 Jun 2022,Paperback,10.54,10.54,Graphic-Novels-Anime-Manga
Between Snow and Wolf,Agnes Domergue,21 Dec 2021,Hardback,19.61,21.0,Graphic-Novels-Anime-Manga
Jonna and the Unpossible Monsters Vol. 1,Chris Samnee,17 Aug 2021,Paperback,13.03,14.5,Graphic-Novels-Anime-Manga
The Underfoot Vol. 2,Ben Fisher,20 Apr 2021,Paperback,15.75,17.5,Graphic-Novels-Anime-Manga
Secrets of Camp Whatever,Chris Grine,30 Mar 2021,Paperback,23.22,23.22,Graphic-Novels-Anime-Manga
Paper Girls Deluxe Edition Volume 1,Brian K. Vaughan,21 Nov 2017,Hardback,34.45,41.0,Graphic-Novels-Anime-Manga
Paper Girls Deluxe Edition Volume 2,Brian K Vaughan,09 Apr 2019,Hardback,34.29,35.0,Graphic-Novels-Anime-Manga
"Paper Girls Deluxe Edition, Volume 3",Brian K Vaughan,24 Nov 2020,Hardback,32.92,41.0,Graphic-Novels-Anime-Manga
Paper Girls Volume 1,Brian K Vaughan,05 Apr 2016,Paperback,10.45,11.0,Graphic-Novels-Anime-Manga
Paper Girls Volume 2,Brian K Vaughan,06 Dec 2016,Paperback,13.99,14.5,Graphic-Novels-Anime-Manga
Paper Girls Volume 3,Brian K. Vaughan,08 Aug 2017,Paperback,13.99,14.5,Graphic-Novels-Anime-Manga
Paper Girls Volume 4,Brian K. Vaughan,10 Apr 2018,Paperback,15.99,17.0,Graphic-Novels-Anime-Manga
Paper Girls Volume 5,Brian K Vaughan,11 Dec 2018,Paperback,14.7,17.0,Graphic-Novels-Anime-Manga
Paper Girls Volume 6,Brian K Vaughan,01 Oct 2019,Paperback,14.7,17.0,Graphic-Novels-Anime-Manga
Paper Girls: The Complete Story,Brian K Vaughan,02 Nov 2021,Paperback,45.99,54.5,Graphic-Novels-Anime-Manga
Private Eye Deluxe Edition,Brian K Vaughan,15 Dec 2015,Hardback,44.07,53.0,Graphic-Novels-Anime-Manga
Saga Book One,Brian K Vaughan,25 Nov 2014,Hardback,44.69,55.5,Graphic-Novels-Anime-Manga
Saga Book Three,Brian K Vaughan,04 Jun 2019,Hardback,42.01,55.0,Graphic-Novels-Anime-Manga
Saga Book Two,Brian K Vaughan,02 May 2017,Hardback,44.88,54.5,Graphic-Novels-Anime-Manga
Saga Volume 1,Brian K Vaughan,09 Sep 2013,Paperback,10.75,11.5,Graphic-Novels-Anime-Manga
Saga Volume 2,Brian K Vaughan,09 Sep 2013,Paperback,15.99,17.0,Graphic-Novels-Anime-Manga
Saga Volume 3,Brian K Vaughan,12 Feb 2016,Paperback,16.75,17.0,Graphic-Novels-Anime-Manga
Saga Volume 4,Brian K Vaughan,02 Apr 2015,Paperback,16.75,17.0,Graphic-Novels-Anime-Manga
Saga Volume 5,Brian K Vaughan,29 Feb 2016,Paperback,16.45,16.5,Graphic-Novels-Anime-Manga
Saga Volume 6,Brian K Vaughan,08 Jul 2016,Paperback,15.94,16.0,Graphic-Novels-Anime-Manga
Saga Volume 7,Brian K Vaughan,27 Apr 2017,Paperback,16.95,17.0,Graphic-Novels-Anime-Manga
Saga Volume 8,Brian K. Vaughan,19 Jan 2018,Paperback,15.94,16.0,Graphic-Novels-Anime-Manga
Saga Volume 9,Brian K Vaughan,02 Oct 2018,Paperback,14.7,16.5,Graphic-Novels-Anime-Manga
Saga: Compendium One,Brian K Vaughan,27 Aug 2019,Paperback,49.83,67.0,Graphic-Novels-Anime-Manga
The Walking Dead: Alien,Brian K Vaughan,04 Aug 2020,Hardback,19.61,22.0,Graphic-Novels-Anime-Manga
We Stand on Guard,Brian K Vaughan,11 Apr 2017,Paperback,16.95,16.95,Graphic-Novels-Anime-Manga
We Stand on Guard Deluxe Edition,Brian K Vaughan,17 May 2016,Hardback,27.95,27.95,Graphic-Novels-Anime-Manga
"your name., Vol. 1",Makoto Shinkai,20 Jun 2017,Paperback,12.8,14.0,Graphic-Novels-Anime-Manga
Fairy Tail 1,Hiro Mashima,28 Aug 2012,Paperback,11.08,11.5,Graphic-Novels-Anime-Manga
Cagaster Vol 1,Kachou Hasimoto,01 Sep 2020,Paperback,13.0,14.5,Graphic-Novels-Anime-Manga
The Seven Deadly Sins 1,Nakaba Suzuki,18 May 2016,Paperback,11.03,12.0,Graphic-Novels-Anime-Manga
SHAMAN KING Omnibus 1 (Vol. 1-3),Hiroyuki Takei,23 Mar 2021,Paperback,19.15,25.0,Graphic-Novels-Anime-Manga
"Kakegurui - Compulsive Gambler -, Vol. 1",Homura Kawamoto,18 Jul 2017,Paperback,14.7,15.0,Graphic-Novels-Anime-Manga
Rent-a-girlfriend 1,Reiji Miyajima,25 Jun 2020,Paperback,12.74,13.5,Graphic-Novels-Anime-Manga
Goblin Slayer Vol. 1 (manga),Kumo Kagyu,19 Dec 2017,Paperback,12.65,14.0,Graphic-Novels-Anime-Manga
Sword Art Online 1: Aincrad (light novel),Reki Kawahara,03 Nov 2015,Paperback,12.75,13.5,Graphic-Novels-Anime-Manga
Fire Force 1,Atsushi Ohkubo,10 Nov 2016,Paperback,11.02,12.5,Graphic-Novels-Anime-Manga
Attack On Titan: Colossal Edition 1,Hajime Isayama,07 Feb 2020,Paperback,51.45,59.5,Graphic-Novels-Anime-Manga
The Quintessential Quintuplets 1,Negi Haruba,03 Jan 2019,Paperback,11.01,12.0,Graphic-Novels-Anime-Manga
"Skull-face Bookseller Honda-san, Vol. 1",Honda,30 Jul 2019,Paperback,14.96,15.0,Graphic-Novels-Anime-Manga
Sailor Moon Eternal Edition 1,Naoko Takeuchi,13 Sep 2018,Paperback,26.99,28.5,Graphic-Novels-Anime-Manga
Blue Period 1,Tsubasa Yamaguchi,13 Oct 2020,Paperback,12.9,13.5,Graphic-Novels-Anime-Manga
"86 -- Eighty-Six, Vol. 1 (manga)",Shirabii,15 Dec 2020,Paperback,13.14,13.14,Graphic-Novels-Anime-Manga
Edens Zero 1,Hiro Mashima,22 Nov 2018,Paperback,11.11,12.5,Graphic-Novels-Anime-Manga
"So I'm a Spider, So What?, Vol. 12 (light novel)",Tsukasa Kiryu,20 Jul 2021,Paperback,13.73,15.0,Graphic-Novels-Anime-Manga
That Time I Got Reincarnated as a Slime 16,Fuse,29 Jun 2021,Paperback,12.72,13.5,Graphic-Novels-Anime-Manga
"Horimiya, Vol. 15",Daisuke Hagiwara,13 Jul 2021,Paperback,12.75,13.5,Graphic-Novels-Anime-Manga
"Re:ZERO -Starting Life in Another World-, Vol. 16 (light novel)",Tappei Nagatsuki,22 Jun 2021,Paperback,14.56,15.0,Graphic-Novels-Anime-Manga
your name. The Official Visual Guide,Makoto Shinkai,22 Jun 2021,Paperback,29.3,29.3,Graphic-Novels-Anime-Manga
"High School DxD, Vol. 3 (light novel)",Ichiei Ishibumi,27 Apr 2021,Paperback,15.71,16.0,Graphic-Novels-Anime-Manga
Wolf Children: Ame & Yuki (light novel),Mamoru Hosoda,21 May 2019,Paperback,19.15,20.0,Graphic-Novels-Anime-Manga
your name. Another Side: Earthbound. Vol. 1 (manga),Makoto Shinkai,11 Dec 2018,Paperback,13.09,14.0,Graphic-Novels-Anime-Manga
Overlord: The Complete Anime Artbook,Hobby Book Editorial Department,15 Dec 2020,Paperback,34.12,38.0,Graphic-Novels-Anime-Manga
"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 5",Kisetsu Morita,09 Mar 2021,Paperback,12.74,14.0,Graphic-Novels-Anime-Manga
"Carole & Tuesday, Vol. 1",Bones,15 Dec 2020,Paperback,13.0,13.5,Graphic-Novels-Anime-Manga
"The Case Study of Vanitas, Vol. 8",Jun Mochizuki,15 Jun 2021,Paperback,14.17,14.17,Graphic-Novels-Anime-Manga
Unfolding Grace,Christopher Murphy,18 Jan 2023,Paperback,21.55,21.55,Fiction
Women Talking,Miriam Toews,19 Jan 2023,Paperback,11.5,11.5,Fiction
Victory City,Salman Rushdie,09 Feb 2023,Hardback,21.86,27.5,Fiction
El arte de ser nosotros,Inma Rubiales,08 Feb 2023,Paperback,28.43,28.43,Fiction
Elektra,Jennifer Saint,19 Jan 2023,Paperback,9.14,11.5,Fiction
Finlay Donovan Jumps the Gun,Elle Cosimano,31 Jan 2023,Paperback,17.95,18.5,Fiction
A Long Time Coming,Meghan Quinn,26 Jan 2023,Paperback,11.46,12.5,Fiction
Dolly's Dream,Dilly Court,02 Feb 2023,Paperback,10.97,11.5,Fiction
The House of Eve,Sadeqa Johnson,07 Feb 2023,Hardback,26.9,28.5,Fiction
The Leviathan,Rosie Andrews,12 Jan 2023,Paperback,11.5,11.5,Fiction
The Shards,Bret Easton Ellis,17 Jan 2023,Hardback,29.95,30.5,Fiction
Under the Whispering Door,Tj Klune,02 Feb 2023,Paperback,11.41,13.5,Fiction
Exes and O's,Amy Lea,19 Jan 2023,Paperback,10.45,11.0,Fiction
Kick the Latch,Kathryn Scanlan,19 Jan 2023,Paperback,12.5,12.5,Fiction
The Cloisters,Katy Hays,19 Jan 2023,Hardback,17.99,18.5,Fiction
History Keeps Me Awake at Night,Christy Edwall,02 Feb 2023,Hardback,14.56,16.0,Fiction
Exiles,Jane Harper,02 Feb 2023,Hardback,19.59,21.0,Fiction
Cold People,Tom Rob Smith,19 Jan 2023,Paperback,19.95,19.95,Fiction
The Night Man,Jorn Lier Horst,02 Feb 2023,Paperback,12.04,12.5,Fiction
"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,26 Jan 2023,Hardback,21.41,24.5,Fiction
The Birthday Party,Laurent Mauvignier,07 Feb 2023,Paperback,18.88,19.5,Fiction
Can't Say Goobye,Eden Finley,25 Jan 2023,Paperback,17.64,18.2,Fiction
The Birthday Party,Laurent Mauvignier,18 Jan 2023,Paperback,17.91,21.0,Fiction
Hold My Girl,Charlene Carr,02 Feb 2023,Hardback,15.52,16.0,Fiction
"A Mountain to the North, A Lake to The South, Paths to the West, A River to the East",Laszlo Krasznahorkai,12 Jan 2023,Hardback,17.92,19.0,Fiction
Honor,Thrity Umrigar,02 Feb 2023,Paperback,11.45,12.5,Fiction
Vladimir,Julia May Jonas,09 Feb 2023,Paperback,16.95,16.95,Fiction
How High We Go in the Dark,Sequoia Nagamatsu,09 Feb 2023,Paperback,10.48,11.5,Fiction
"Georgie, All Along",Kate Clayborn,24 Jan 2023,Paperback,17.21,17.5,Fiction
Genesis,Chris Carter,19 Jan 2023,Paperback,11.5,11.5,Fiction
The Only Suspect,Louise Candlish,02 Feb 2023,Paperback,15.59,15.59,Fiction
"Sorry, Bro",Taleen Voskuni,02 Feb 2023,Paperback,10.56,11.5,Fiction
The Colony,Audrey Magee,02 Feb 2023,Paperback,10.26,11.5,Fiction
It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,02 Aug 2016,Paperback,9.62,10.5,Fiction
Final Offer,Lauren Asher,31 Jan 2023,Paperback,10.01,12.5,Fiction
Cold Enough for Snow,Jessica Au,23 Feb 2022,Paperback,11.33,12.5,Fiction
Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
Verity,Colleen Hoover,20 Jan 2022,Paperback,8.83,11.5,Fiction
Before the Coffee Gets Cold,Toshikazu Kawaguchi,19 Sep 2019,Paperback,11.2,13.5,Fiction
Heartstopper Volume 1,Alice Oseman,02 Feb 2023,Hardback,16.79,21.0,Fiction
The Fine Print,Lauren Asher,27 Jan 2022,Paperback,9.99,13.5,Fiction
Small Things Like These,Claire Keegan,03 Nov 2022,Paperback,9.96,11.5,Fiction
Twisted Love,Ana Huang,05 May 2022,Paperback,9.99,13.5,Fiction
Terms and Conditions,Lauren Asher,17 Mar 2022,Paperback,10.49,13.5,Fiction
The Last Hours: Chain of Thorns,Cassandra Clare,31 Jan 2023,Hardback,19.95,21.0,Fiction
The Midnight Library,Matt Haig,18 Feb 2021,Paperback,9.67,11.5,Fiction
The Silent Patient,Alex Michaelides,15 Jan 2020,Paperback,9.49,11.5,Fiction
Things We Never Got Over,Lucy Score,14 Jul 2022,Paperback,10.82,11.5,Fiction
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,24 Jan 2023,Paperback,15.55,20.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,20 Sep 2022,Paperback,15.11,20.5,Fiction
A Good Girl's Guide to Murder,Holly Jackson,17 Oct 2019,Paperback,10.25,10.5,Fiction
Icebreaker,Hannah Grace,19 Jan 2023,Paperback,9.68,11.5,Fiction
Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
Where the Crawdads Sing,Delia Owens,20 Dec 2019,Paperback,9.99,13.5,Fiction
Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
Small Things Like These,Claire Keegan,03 Nov 2022,Paperback,9.96,11.5,Fiction
Daisy Jones and The Six,Taylor Jenkins Reid,09 Jan 2020,Paperback,11.28,11.5,Fiction
The Song of Achilles,Madeline Miller,21 Sep 2017,Paperback,11.21,13.5,Fiction
The Art of War,Sun Tzu,14 Oct 2011,Paperback,5.66,5.66,Fiction
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,13 Dec 2022,Paperback,15.02,20.5,Fiction
Crime and Punishment,Fyodor Dostoevsky,05 May 2000,Paperback,6.64,9.0,Fiction
Lessons in Chemistry,Bonnie Garmus,05 Apr 2022,Hardback,19.99,21.0,Fiction
Babel,R.F. Kuang,01 Sep 2022,Hardback,19.13,21.0,Fiction
Kindred,Octavia E. Butler,03 May 2018,Paperback,9.99,12.5,Fiction
She and her Cat,Makoto Shinkai,06 Oct 2022,Hardback,11.49,13.5,Fiction
The Things We Leave Unfinished,Rebecca Yarros,24 Nov 2022,Paperback,11.37,11.37,Fiction
Vinland Saga 13,Makoto Yukimura,10 Jan 2023,Hardback,20.87,23.5,Fiction
The Seven Sisters,Lucinda Riley,01 Nov 2018,Paperback,9.18,11.5,Fiction
The Agency for Scandal,Laura Wood,05 Jan 2023,Paperback,11.5,11.5,Fiction
To Kill A Mockingbird,Harper Lee,29 Dec 2010,Paperback,10.4,11.5,Fiction
Victory City,Salman Rushdie,09 Feb 2023,Hardback,21.86,27.5,Fiction
Sweet Bean Paste,Durian Sukegawa,14 Nov 2017,Paperback,9.57,11.5,Fiction
The Song of Achilles,Madeline Miller,02 Sep 2021,Hardback,21.39,24.5,Fiction
Lessons in Chemistry,Bonnie Garmus,02 Mar 2023,Paperback,13.5,13.5,Fiction
Thousand Autumns: Qian Qiu (Novel) Vol. 1,Meng Xi Shi,14 Mar 2023,Paperback,23.5,23.5,Fiction
The Mirror and the Light,Hilary Mantel,29 Apr 2021,Paperback,12.36,13.5,Fiction
Shuggie Bain,Douglas Stuart,15 Apr 2021,Paperback,11.51,13.5,Fiction
First Person Singular,Haruki Murakami,20 Apr 2021,Hardback,19.73,21.5,Fiction
The Vanishing Half,Brit Bennett,03 Jun 2021,Paperback,9.97,12.5,Fiction
The Glass Hotel,Emily St. John Mandel,29 Apr 2021,Paperback,11.34,12.5,Fiction
Here We Are,Graham Swift,15 Apr 2021,Paperback,10.9,11.5,Fiction
The Pull of the Stars,Emma Donoghue,27 May 2021,Paperback,10.52,11.5,Fiction
Because of You,Dawn French,29 Apr 2021,Paperback,10.72,11.5,Fiction
Here and Now,Santa Montefiore,15 Apr 2021,Paperback,10.64,11.5,Fiction
Dreamland,Rosa Rankin-Gee,15 Apr 2021,Hardback,16.37,18.5,Fiction
Home Stretch,Graham Norton,29 Apr 2021,Paperback,9.99,11.5,Fiction
Moonflower Murders,Anthony Horowitz,29 Apr 2021,Paperback,12.04,12.5,Fiction
How Do You Live?,Genzaburo Yoshino,08 Apr 2021,Hardback,16.62,19.5,Fiction
The Devil and the Dark Water,Stuart Turton,13 May 2021,Paperback,11.15,11.5,Fiction
Fragile Monsters,Catherine Menon,08 Apr 2021,Hardback,25.62,25.62,Fiction
The Golden Rule,Amanda Craig,29 Apr 2021,Paperback,9.99,11.5,Fiction
The Talented Mr Varg,Alexander McCall Smith,08 Apr 2021,Paperback,8.99,11.5,Fiction
A Song for the Dark Times,Ian Rankin,29 Apr 2021,Paperback,8.94,11.19,Fiction
Worst Idea Ever,Jane Fallon,29 Apr 2021,Hardback,18.2,18.2,Fiction
The Court of Miracles,Kester Grant,29 Apr 2021,Paperback,10.71,11.5,Fiction
The Therapist,B A Paris,15 Apr 2021,Hardback,16.62,17.0,Fiction
The Dreamers,Karen Thompson Walker,01 May 2021,Paperback,10.61,11.5,Fiction
The Duck Who Didn't Like Water,Steve Small,15 Apr 2021,Hardback,14.99,16.0,Fiction
The Kingdom,Jo Nesbo,29 Apr 2021,Paperback,12.17,12.5,Fiction
The End of Men,Christina Sweeney-Baird,29 Apr 2021,Hardback,17.99,18.5,Fiction
The Whole Truth,Cara Hunter,29 Apr 2021,Paperback,11.25,11.25,Fiction
Come Again,Robert Webb,29 Apr 2021,Paperback,9.71,11.5,Fiction
The Coming of the Wolf,Elizabeth Chadwick,15 Apr 2021,Paperback,8.26,11.5,Fiction
Final Betrayal,Patricia Gibney,15 Apr 2021,Paperback,12.11,12.5,Fiction
The Summer Job,Lizzy Dent,15 Apr 2021,Hardback,16.45,16.45,Fiction
Under the Wave at Waimea,Paul Theroux,22 Apr 2021,Hardback,22.75,23.5,Fiction
The Air Raid Girls,Jenny Holmes,15 Apr 2021,Paperback,8.94,9.0,Fiction
Other Women,Cathy Kelly,10 Aug 2021,Hardback,15.09,27.0,Fiction
The Last Hours: Chain of Thorns,Cassandra Clare,31 Jan 2023,Hardback,19.95,21.0,Fiction
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,24 Jan 2023,Paperback,15.55,20.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,20 Sep 2022,Paperback,15.11,20.5,Fiction
Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,20 Dec 2022,Paperback,15.25,20.5,Fiction
The Song of Achilles,Madeline Miller,21 Sep 2017,Paperback,11.21,13.5,Fiction
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,13 Dec 2022,Paperback,15.02,20.5,Fiction
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,02 May 2023,Paperback,26.71,26.71,Fiction
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou,15 Nov 2022,Paperback,14.85,20.5,Fiction
The Invisible Life of Addie LaRue - Illustrated edition,V.E. Schwab,01 Oct 2022,Hardback,19.71,23.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mo Xiang Tong Xiu,30 May 2023,Paperback,22.0,22.0,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mo Xiang Tong Xiu,15 Feb 2022,Paperback,14.19,20.5,Fiction
Legends & Lattes,Travis Baldree,10 Nov 2022,Hardback,14.99,21.0,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,Mo Xiang Tong Xiu,12 Jul 2022,Paperback,14.85,20.5,Fiction
The Ballad of Never After,Stephanie Garber,13 Sep 2022,Hardback,14.99,21.0,Fiction
Berserk Deluxe Volume 1,Kentaro Miura,25 Apr 2019,Hardback,50.78,60.0,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mo Xiang Tong Xiu,12 Sep 2023,Paperback,20.5,20.5,Fiction
The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 3,Mo Xiang Tong Xiu,01 Aug 2022,Paperback,14.65,20.5,Fiction
Hell Bent,Leigh Bardugo,10 Jan 2023,Hardback,22.99,25.0,Fiction
Legends & Lattes,Travis Baldree,08 Nov 2022,Paperback,16.11,18.5,Fiction
It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,02 Aug 2016,Paperback,9.62,10.5,Fiction
Cold Enough for Snow,Jessica Au,23 Feb 2022,Paperback,11.33,12.5,Fiction
Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
Before the Coffee Gets Cold,Toshikazu Kawaguchi,19 Sep 2019,Paperback,11.2,13.5,Fiction
Small Things Like These,Claire Keegan,03 Nov 2022,Paperback,9.96,11.5,Fiction
The Midnight Library,Matt Haig,18 Feb 2021,Paperback,9.67,11.5,Fiction
The Silent Patient,Alex Michaelides,15 Jan 2020,Paperback,9.49,11.5,Fiction
Things We Never Got Over,Lucy Score,14 Jul 2022,Paperback,10.82,11.5,Fiction
Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
Where the Crawdads Sing,Delia Owens,20 Dec 2019,Paperback,9.99,13.5,Fiction
Ugly Love,Colleen Hoover,21 Jan 2016,Paperback,9.58,10.5,Fiction
Daisy Jones and The Six,Taylor Jenkins Reid,09 Jan 2020,Paperback,11.28,11.5,Fiction
Foster,Claire Keegan,18 Aug 2022,Paperback,9.91,11.5,Fiction
The Secret History,Donna Tartt,01 Jul 1995,Paperback,11.67,13.5,Fiction
Unfolding Grace,Christopher Murphy,18 Jan 2023,Paperback,21.55,21.55,Fiction
The Song of Achilles,Madeline Miller,21 Sep 2017,Paperback,11.21,13.5,Fiction
No Longer Human,Osamu Dazai,01 Jan 2020,Paperback,12.6,13.5,Fiction
The Art of War,Sun Tzu,14 Oct 2011,Paperback,5.66,5.66,Fiction
The Thursday Murder Club,Richard Osman,13 May 2021,Paperback,10.43,11.5,Fiction
Normal People,Sally Rooney,23 Jul 2019,Paperback,10.91,11.5,Fiction
"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,14 Jul 2022,Hardback,19.99,21.0,Fiction
The Man Who Died Twice,Richard Osman,12 May 2022,Paperback,10.51,11.5,Fiction
Heaven Official's Blessing,Mo Xiang Tong Xiu,14 Dec 2021,Paperback,14.79,23.5,Fiction
A Man Called Ove,Fredrik Backman,07 May 2015,Paperback,10.75,11.5,Fiction
Legends & Lattes,Travis Baldree,10 Nov 2022,Hardback,14.99,21.0,Fiction
The Stranger,Albert Camus,09 Aug 2016,Paperback,13.3,15.5,Fiction
Lessons in Chemistry,Bonnie Garmus,05 Apr 2022,Hardback,19.99,21.0,Fiction
Reminders of Him,Colleen Hoover,25 Jan 2022,Paperback,11.49,16.5,Fiction
Heaven,Mieko Kawakami,12 May 2022,Paperback,10.35,11.5,Fiction
A Little Life,Hanya Yanagihara,10 Mar 2017,Paperback,12.86,14.5,Fiction
It Ends With Us: The most heartbreaking novel you'll ever read,Colleen Hoover,02 Aug 2016,Paperback,9.62,10.5,Fiction
Final Offer,Lauren Asher,31 Jan 2023,Paperback,10.01,12.5,Fiction
Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,14 Oct 2021,Paperback,9.64,11.5,Fiction
The Fine Print,Lauren Asher,27 Jan 2022,Paperback,9.99,13.5,Fiction
Twisted Love,Ana Huang,05 May 2022,Paperback,9.99,13.5,Fiction
Terms and Conditions,Lauren Asher,17 Mar 2022,Paperback,10.49,13.5,Fiction
Things We Never Got Over,Lucy Score,14 Jul 2022,Paperback,10.82,11.5,Fiction
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 2,Rou Bao Bu Chi Rou,24 Jan 2023,Paperback,15.55,20.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mo Xiang Tong Xiu,20 Sep 2022,Paperback,15.11,20.5,Fiction
Icebreaker,Hannah Grace,19 Jan 2023,Paperback,9.68,11.5,Fiction
Once Upon A Broken Heart,Stephanie Garber,30 Jun 2022,Paperback,9.23,11.5,Fiction
Daisy Jones and The Six,Taylor Jenkins Reid,09 Jan 2020,Paperback,11.28,11.5,Fiction
Ugly Love,Colleen Hoover,21 Jan 2016,Paperback,9.58,10.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mo Xiang Tong Xiu,20 Dec 2022,Paperback,15.25,20.5,Fiction
Twisted Games,Ana Huang,05 May 2022,Paperback,9.99,13.5,Fiction
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4,Mo Xiang Tong Xiu,13 Dec 2022,Paperback,15.02,20.5,Fiction
Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 (Special Edition),Mo Xiang Tong Xiu;,02 May 2023,Paperback,26.71,26.71,Fiction
The Husky and His White Cat Shizun: Erha He Ta De Bai Mao Shizun (Novel) Vol. 1,Rou Bao Bu Chi Rou,15 Nov 2022,Paperback,14.85,20.5,Fiction
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mo Xiang Tong Xiu,30 May 2023,Paperback,22.0,22.0,Fiction
Twisted Lies,Ana Huang,01 Aug 2022,Paperback,9.99,13.5,Fiction
No Longer Human,Osamu Dazai,01 Jan 2020,Paperback,12.6,13.5,Fiction
The Art of War,Sun Tzu,14 Oct 2011,Paperback,5.66,5.66,Fiction
The Stranger,Albert Camus,09 Aug 2016,Paperback,13.3,15.5,Fiction
Crime and Punishment,Fyodor Dostoevsky,05 May 2000,Paperback,6.64,9.0,Fiction
Meditations,Marcus Aurelius,06 Feb 2019,Paperback,11.0,11.5,Fiction
1984,George Orwell,01 Oct 2008,Paperback,10.43,10.5,Fiction
Kindred,Octavia E. Butler,03 May 2018,Paperback,9.99,12.5,Fiction
Giovanni's Room,James Baldwin,26 Oct 2012,Paperback,9.47,10.5,Fiction
The Bell Jar,Sylvia Plath,15 Aug 2011,Paperback,10.82,12.5,Fiction
Animal Farm,George Orwell,01 Oct 2008,Paperback,10.22,10.5,Fiction
Do Androids Dream Of Electric Sheep?: The inspiration behind Blade Runner and Blade Runner 2049,Philip K. Dick,29 Mar 2010,Paperback,8.61,12.5,Fiction
To Kill A Mockingbird,Harper Lee,29 Dec 2010,Paperback,10.4,11.5,Fiction
Parable of the Sower,Octavia E. Butler,19 Sep 2019,Paperback,9.99,12.5,Fiction
Neuromancer,William Gibson,08 Dec 2016,Paperback,9.58,12.5,Fiction
The Hobbit and the Lord of the Rings,J. R. R. Tolkien,21 Oct 2014,Paperback,52.02,63.5,Fiction
Frankenstein,Mary Shelley,01 Dec 2020,Hardback,17.66,20.5,Fiction
The Picture of Dorian Gray,Oscar Wilde,28 Jun 2012,Paperback,9.64,10.5,Fiction
All the Light We Cannot See,Anthony Doerr,01 May 2015,Paperback,11.88,12.5,Fiction
Flowers For Algernon,Daniel Keyes,13 Jan 2000,Paperback,9.97,12.5,Fiction
Fahrenheit 451,Ray Bradbury,23 May 2012,Paperback,9.56,9.56,Fiction
